id,created_at,category,ref_id,notified_at,title,updated_at
VAnenwbQKHPSvIjWV7pC,2025-07-02T10:19:44.197Z,สวัสดิการ,A92,2025-07-02T10:19:44.197Z,ต้องเยียวยาประชาชนกลุ่มที่ยากไร้ให้กลายมาเป็นประชาชนทั่วไป,2025-07-02T10:19:44.197Z
VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:19:44.197Z,สสร.,A49,2025-09-09T11:31:14.417Z,การเลือกตั้งของสสร. ไม่จำกัดเรื่องความเป็นกลางทางการเมือง เช่น อดีต สส.,2025-07-02T10:19:44.197Z
VZIeapLeWOyH46gjSCRP,2026-02-27T10:49:29.666Z,อื่น ๆ,,2026-02-27T10:49:29.666Z,รัฐธรรมนูญและกฎหมายต้องทำหน้าที่เป็นเครื่องมือ ในการคุ้มครองการใช้สิทธิและเสรีภาพของประชาชน ไม่เป็นข้อจำกัดที่ทำให้ประชาชนเสียสิทธิ,2026-02-27T10:49:29.666Z
VywCsA2V8nQnV6XH1RG2,2025-07-02T10:19:44.197Z,สสร.,A75,2025-07-02T10:19:44.197Z,ฉันทามติร่วมทางสังคมเกี่ยวกับสสร. มีความสำคัญ,2025-07-02T10:19:44.197Z
WBp41ROA3KlO0ByzXmRS,2025-07-02T10:19:44.197Z,สสร.,A22,2025-07-02T10:19:44.197Z,ระบบเลือกตั้ง สสร. ควรเป็นแบบ เลือกกี่คนก็ได้ที่พอใจ (Approval Vote),2025-07-02T10:19:44.197Z
XVmOnQaXkN0SrR4L2Cqf,2025-07-02T10:19:44.197Z,สสร.,A47,2025-07-02T10:19:44.197Z,คัดกรองพวก enemy of democracy ให้ไม่สามารถมาเป็น สสร. ได้ แบบสมัยที่เยอรมันห้ามนาซีมาอยู่ในกระบวนการ,2025-07-02T10:19:44.197Z
XjCp9loWyVJVNkl15Rhj,2025-07-02T10:19:44.197Z,อื่น ๆ,A106,2025-09-09T11:07:12.279Z,ต้องมีการพัฒนาทางเทคโนโลยี วิทยาศาสตร์ และการเกษตร เพื่อให้ประเทศมีรายได้,2025-09-09T11:07:12.279Z
XmA3Xs8W1Xov6QoiC9Q1,2025-09-12T03:50:25.312Z,อื่น ๆ,,2025-09-12T03:50:25.312Z,รัฐธรรมนูญเปิดโอกาสให้ทุกคนสามารถทำตามความฝันของตนเองได้โดยไม่ถูกจำกัดกรอบ,2025-09-12T03:50:25.312Z
YCi7nXE9o4izX8kl87wS,2025-09-05T10:34:59.383Z,สิ่งแวดล้อม,,2025-09-05T10:34:59.383Z,ป้องกันการเผาป่าอย่างเด็ดขาด อยากให้รัฐมีการออกกฎหมายและบังคับใช้กฎหมายจำกัดการเผาป่ากับเกษตรกรที่เผาป่า และลงโทษผู้ที่ทำให้เกิดไฟป่า,2025-09-05T10:34:59.383Z
YIHBlCG4V2ebaFyOH4bZ,2025-07-02T10:19:44.197Z,สสร.,A58,2025-07-02T10:19:44.197Z,สสร. ต้องไม่มีตัวแทนจากภาครัฐ เพราะมักติดอยู่กับกรอบการทำงานเดิมๆ,2025-07-02T10:19:44.197Z
YN6sWxsWiErswgs9UaoT,2025-09-12T03:38:24.228Z,การปกครองส่วนท้องถิ่น,,2025-09-12T03:38:24.228Z,มองว่ารากฐานที่ดี คือการที่คนเข้าถึงบริการสาธารณะได้ง่าย มีอุตสาหกรรมชุมชนเพื่กระจายรายได้ ส่งเสริมสิทธิชุมชน มีการถ่วงดุลอำนาจที่เข้มแข็ง,2025-09-12T03:38:24.228Z
YZ1rH9CLzpmVQUhWLw5e,2025-11-27T08:45:54.808Z,อื่น ๆ,,2025-11-27T08:45:54.808Z,อยากให้มีกลไกช่วยยกเลิกบัญชีม้า เช่น มีคนมาช่วยตรวจสอบและดำเนินการยกเลิก เพราะมีคนมากมายที่ถูกหลอกเปิดบัญชี,2025-11-27T08:45:54.808Z
YyfjnhJ84S5XvwMrBu0N,2025-09-09T10:40:29.943Z,สิทธิเสรีภาพ,,2025-11-27T08:41:17.949Z,อยากให้มีการให้ความรู้ด้านกฎหมายในเรือนจำ อัพเดทกฎหมายต่าง ๆ อย่างสม่ำเสมอ และอยากให้มีการอบรมโต๊ะคดีอย่างเป็นระบบ,2025-09-09T10:40:29.943Z
ZAdCNNsmsUjfqIH0m3Px,2025-06-25T03:44:25.889Z,สิทธิเสรีภาพ,,2025-09-09T10:56:12.790Z,กระบวนการยุติธรรมต้องมีมาตรฐานเดียวทั่วประเทศ และเปิดโอกาสให้ผู้ต้องหาเข้าถึงความช่วยเหลือทางกฎหมายตั้งแต่ต้นทาง,2025-09-05T10:46:25.601Z
ZDsDi5uzFybyTHDyg7Sh,2025-07-02T10:19:44.197Z,สสร.,A31,2025-07-02T10:19:44.197Z,เปลี่ยนวิธีการเลือกตั้งให้เป็นอิเล็กทรอนิกส์ (E-Vote) เพื่อให้มั่นใจในประสิทธิภาพการนับคะแนน,2025-07-02T10:19:44.197Z
Zm98HOrjLwwudUq56iax,2025-07-02T10:19:44.197Z,สสร.,A71,2025-07-02T10:19:44.197Z,สสร. สามารถทำหน้าที่ติดตาม / monitoring รัฐธรรมนูญ เพื่อเป็นการการันตีด้วยว่ารัฐธรรมนูญจะยังคงอยู่,2025-07-02T10:19:44.197Z
a2GxJjEheT7kCjuYBJHO,2025-09-15T04:01:21.447Z,อื่น ๆ,,2025-09-15T04:01:21.447Z,รัฐธรรมนูญต้องกำหนดให้โครงสร้างอำนาจของรัฐเชื่อมโยงกับประชาชน ประชาชนสามารถตรวจสอบ เข้าถึงได้,2025-09-15T04:01:21.447Z
aCL83gC4Gh7cOdX9XhxE,2025-07-02T10:19:44.197Z,สสร.,A69,2025-07-02T10:19:44.197Z,สสร. ควรมาจากประชาชน แต่นักกฎหมายให้เป็นหน้าที่ consult ปรับภาษาให้เป็นภาษากฎหมาย,2025-07-02T10:19:44.197Z
aOI4WyDnNVXUtAzVqZsS,2026-02-27T10:55:09.376Z,การศึกษา,,2026-02-27T10:56:14.025Z,ควรพัฒนาคุณภาพของประชากรส่วนใหญ่ในสังคมผ่านการศึกษา ให้มีความรู้ความเข้าใจเกี่ยวกับโครงสร้างการเมืองและประโยชน์ร่วมกันของสังคม,2026-02-27T10:55:09.376Z
beJZeFCKxnwomk2qQmnl,2025-07-02T10:19:44.197Z,สสร.,A38,2025-07-02T10:19:44.197Z,คนที่สมัครเป็นสสร.หรือเสนอชื่อ ตามกลุ่มอาชีพ ต้องมีคนที่อยู่ในอาชีพเดียวกันเป็นคนเลือก,2025-07-02T10:19:44.197Z
bpWnfM1sudt4FMI0wS9t,2025-07-02T10:19:44.197Z,สสร.,A76,2025-07-02T10:19:44.197Z,พรรคการเมืองต้องเป็นความหวังในการร่างรัฐธรรมนูญใหม่,2025-07-02T10:19:44.197Z
cOJcvxwPzm0iZ4cHngFC,2025-07-02T10:19:44.197Z,สสร.,A64,2025-07-02T10:19:44.197Z,เวลาการร่างรัฐธรรมนูญที่นานเกินไป เกิดการทอดเวลา ทำให้อุดมการณ์เริ่มเปลี่ยน,2025-07-02T10:19:44.197Z
cgl2dkQpzRePcWAo075o,2025-09-15T04:12:16.201Z,อื่น ๆ,,2025-09-15T04:12:16.201Z,พรรคการเมือง สถาบันทางการเมือง กองทัพและองค์กรต่างๆ ต้องร่วมกันปกป้องรัฐธรรมนูญ,2025-09-15T04:12:16.201Z
cwMYFZkBcDAT64xVGPYi,2025-07-02T10:19:44.197Z,สสร.,A30,2025-07-02T10:19:44.197Z,การระบุความเป็นตัวแทนที่ละเอียดมากเกินไปจะทำให้กระบวนการเลือกตั้งเป็นเชิงเทคนิคจนซับซ้อนเกินกว่าที่ประชาชนทั่วไปจะเข้าใจ,2025-07-02T10:19:44.197Z
cwutSB93TI3xH6IKpBn5,2025-09-15T04:15:55.228Z,สิทธิเสรีภาพ,,2025-09-15T04:15:55.228Z,ต้องรับรองการเข้าถึงที่อยู่อาศัย ที่ราคาถูก และเข้าถึงได้อย่างเท่าเทียม,2025-09-15T04:15:55.228Z
d3pHtfhU57E5OSFI6Mry,2025-07-02T10:19:44.197Z,สสร.,A61,2025-07-02T10:19:44.197Z,คณะกรรมการยกร่างต้องสอดคล้องกับ Agendที่เกิดขึ้นในสถานการณ์,2025-07-02T10:19:44.197Z
dGxyjzS4YUBBbcbvHOUf,2025-07-02T10:19:44.197Z,อื่น ๆ,A95,2025-09-09T11:07:36.166Z,ต้องมีกติกาที่ปกป้องประชาธิปไตยจากการกระทำใดๆ ที่ทำลายระบอบประชาธิปไตย เช่น การยึดอำนาจโดยกลุ่มบุคคล,2025-09-09T11:07:36.166Z
dkrarlbB4ZvLnUMtJqJM,2025-06-11T06:54:51.655Z,สวัสดิการ,,2025-09-05T10:49:19.722Z,ควรมีระบบที่สนับสนุนให้คนวัยเกษียณได้กลับไปใช้ชีวิตที่บ้านเกิด เช่น มีที่ปรึกษาเรื่องการจัดสรรที่ดิน การทำเกษตร,2025-09-05T10:37:15.194Z
eI7AwyqnfrU90ciZcB2J,2025-07-02T10:19:44.197Z,สสร.,A62,2025-07-02T10:19:44.197Z,คนดีในจังหวัดไม่มาสมัครเป็นตัวแทน สสร.,2025-07-02T10:19:44.197Z
ee9QQZxV5iESX66emeXE,2025-09-12T03:54:30.165Z,อื่น ๆ,,2026-02-27T11:26:39.376Z,รัฐธรรมนูญคือ “ที่ว่างสำหรับความฝันที่เปิดกว้างและเสรี” กล่าวคือ ทุกคนสามารถมีความฝันเป็นของตัวเอง มีความเสมอภาคเท่าเทียมกัน,2025-09-12T03:54:30.165Z
f8RGpxZJ7dQCu4DY6KRj,2025-07-02T10:19:44.197Z,สสร.,A12,2025-07-02T10:19:44.197Z,กกต.ไม่ควรเป็นผู้แทนจัดการเลือกตั้ง สสร.,2025-07-02T10:19:44.197Z
fbVtCjw945zx0RDARWt1,2025-07-02T10:19:44.197Z,อื่น ๆ,A112,2025-07-02T10:19:44.197Z,ต้องไม่มีการนิรโทษกรรมคนทำรัฐประหาร,2025-07-02T10:19:44.197Z
flWe1JTfa9t3O20cxgFZ,2025-06-11T03:59:25.231Z,สวัสดิการ,,2025-09-05T10:39:28.299Z,กฎหมายลาคลอดควรยืดระยะเวลาออก และยังได้รับเงินเดือนตามปกติ รวมถึงควรเพิ่มวันหยุดพักร้อนตามอายุงาน เพื่อสร้างสมดุลระหว่างงานและชีวิต,2025-09-05T10:39:28.299Z
gVOKNIr5SqGSYt4UQGwz,2025-07-02T10:19:44.197Z,สสร.,A79,2025-07-02T10:19:44.197Z,ต้องไม่รีบในการร่างรัฐธรรมนูญ เพื่อเปิดให้ประชาชนมีส่วนรวมมากที่สุดก่อน จะได้ยึดโยงกับรัฐธรรมนูญ,2025-07-02T10:19:44.197Z
hFlaIDjyVSQM95hpLX5l,2025-07-02T10:19:44.197Z,สสร.,A25,2025-07-02T10:19:44.197Z,การเลือกตั้ง สสร. ควรกำหนดกลุ่มประเภทความเชี่ยวชาญ (กลุ่มอาชีพ) เพื่อให้สะท้อนความหลากหลายได้,2025-07-02T10:19:44.197Z
hHM0HVjqwKVeG9AWTAZF,2025-07-02T10:19:44.197Z,สสร.,A72,2025-09-09T11:22:33.858Z,สสร.ต้องครอบคลุมทุก sectors ได้แก่ ภาครัฐ ภาคเอกชน CSOs และ seating หาร 3,2025-07-02T10:19:44.197Z
hKLtiqzvq6iMHcSRGLMG,2025-07-02T10:19:44.197Z,การปกครองส่วนท้องถิ่น,A89,2025-07-02T10:19:44.197Z,ควรแก้ไขโครงสร้างอำนาจ ลดระดับอำนาจของส่วนกลาง,2025-07-02T10:19:44.197Z
hN53GlLx2DAw5uskXgts,2026-02-27T11:08:13.278Z,อื่น ๆ,,2026-02-27T11:08:13.278Z,"ต้องการปรับปรุงตัวรัฐธรรมนูญฉบับเดิมให้มีความที่ทันสมัยมากขึ้น
และมีช่องทางที่แสดงให้เห็นถึงความโปร่งใสในกระบวนการแก้ไขปัญหา",2026-02-27T11:08:13.278Z
hfmR2J1HSybT3k2ocQnN,2025-09-05T10:26:50.294Z,อื่น ๆ,,2025-09-05T10:33:35.572Z,อยากให้เรือนจำมี TV เพื่อให้ผู้ต้องขังสามารถเข้าถึงข้อมูลข่าวสาร ความรู้ และความบันเทิง ช่วยลดความเครียดและสร้างการเรียนรู้ระหว่างถูกคุมขัง,2025-09-05T10:26:50.294Z
i7nD4nBuvDJmmwAAfNuk,2025-07-02T10:19:44.197Z,สสร.,A20,2025-07-02T10:19:44.197Z,สนับสนุนการออกแบบ สสร. เป็นบัญชีรายชื่อ 100%,2025-07-02T10:19:44.197Z
ioBTEBAqB3GfzOzop0K3,2025-07-02T10:19:44.197Z,สสร.,A3,2025-07-02T10:19:44.197Z,มีกลไกการร้องเรียนปัญหาของประชาชน เพื่อนำมาปรับเป็นร่างรัฐธรรมนูญ ไม่ใช่มีร่างแล้วรอความคิดเห็นเพียงอย่างเดียว,2025-07-02T10:19:44.197Z
iukqL19YJuS67ZkSWMqZ,2025-07-02T10:19:44.197Z,สสร.,A67,2025-07-02T10:19:44.197Z,ควรมีพื้นที่เรียนรู้สำหรับ สสร. เช่น การ learning กรณีจากต่างประเทศ retro review,2025-07-02T10:19:44.197Z
jHdCJCKb650P142dwlCc,2026-02-27T11:00:41.815Z,อื่น ๆ,,2026-02-27T11:01:15.011Z,รัฐธรรมนูญควรลดกำแพง เปิดช่องว่างในการมีส่วนร่วมมากขึ้น แต่ก็คงกำแพงบางส่วนเพื่อกันความสุดโต่งจนเกินไป,2026-02-27T11:00:41.815Z
kbZeLnr7CIhviuzpi7Y2,2025-07-02T10:19:44.197Z,สิทธิเสรีภาพ,A91,2025-07-02T10:19:44.197Z,ต้องมีพื้นที่ปลอดภัยสำหรับการแสดงความคิดเห็น เพื่อนำไปสู่การเปลี่ยนแปลง คุ้มครองผู้เห็นต่าง วิพากษ์วิจารณ์กันได้,2025-07-02T10:19:44.197Z
khBKlVEnnEalTeRRgKYn,2025-07-02T10:19:44.197Z,สิ่งแวดล้อม,A110,2025-07-02T10:19:44.197Z,อยากให้ประเทศน่าอยู่ ปลอดฝุ่น และปราศจากการเมืองที่ไม่ปลอดภัย,2025-07-02T10:19:44.197Z
khaARS90ROktrWpNefdc,2025-07-02T10:19:44.197Z,สสร.,A70,2025-07-02T10:19:44.197Z,สสร. ไม่ควรมีนักกฎหมายนั่งเป็นประธาน,2025-07-02T10:19:44.197Z
l2BJGEFL0vNtYHherIGp,2025-07-02T10:19:44.197Z,การศึกษา,A104,2025-07-02T10:19:44.197Z,ต้องมอบทุนการศึกษาให้บุตรหลานแรงงานในทุกภาคส่วน,2025-07-02T10:19:44.197Z
l4DGdklYsCQJ4YCEwG6N,2025-09-15T04:00:05.907Z,อื่น ๆ,,2025-09-15T04:00:05.907Z,พรรคการเมือง องค์กรอิสระ กองทัพ ประชาชน เด็ก และเยาวชน ได้มีส่วนร่วมในการสร้างรัฐธรรมนูญร่วมกัน,2025-09-15T04:00:05.907Z
l5syMnVe7oyPyItseDcU,2025-07-02T10:19:44.197Z,สสร.,A52,2025-07-02T10:19:44.197Z,ควรมีการทำงานวิจัยที่เกี่ยวกับการกำหนดจำนวน สสร. เพื่อไม่ให้มีเยอะเกินไปที่ทำให้การประชุมยืดเยื้อเกินไป,2025-07-02T10:19:44.197Z
lRI4lhkiWzTKCOBsbL3p,2025-07-02T10:19:44.197Z,สสร.,A43,2025-07-02T10:19:44.197Z,สสร.ไม่จำเป็นต้องเป็นนักเทคนิคในการเขียนกฎหมาย,2025-07-02T10:19:44.197Z
lY0oZzdYo9y3zFhhYnmy,2025-07-02T10:19:44.197Z,สสร.,A24,2025-07-02T10:19:44.197Z,จำเป็นต้องมีกลุ่มผู้เชี่ยวชาญ แยกต่างหากจาก สสร. เพื่อให้ข้อมูล ความเห็น,2025-07-02T10:19:44.197Z
mMeEpUAziHDhG50zT935,2025-07-02T10:19:44.197Z,สสร.,A34,2025-07-02T10:19:44.197Z,ผู้สมัคร สสร. ควรเป็นตัวแทนของอุดมการณ์ประชาธิปไตยและมีการแถลงจุดยืน,2025-07-02T10:19:44.197Z
mb426CKotDswSd9rgWPp,2025-07-02T10:19:44.197Z,สสร.,A29,2025-07-02T10:19:44.197Z,ผู้สมัคร สสร. จะต้องได้รับการตรวจสอบโดยองค์กรอิสระ เพื่อให้กระบวนการได้มามีความโปร่งใส,2025-07-02T10:19:44.197Z
mvuw0PVc9yFEqDYHLU5P,2025-06-11T06:59:42.584Z,สิทธิเสรีภาพ,,2025-06-19T05:23:49.540Z,ควรมีสถาบันที่รองรับนักโทษพ้นผิด เพื่อการประกอบอาชีพหลังออกจากเรือนจำ,2025-06-19T05:23:49.540Z
nrEaDmep95iroWpISISA,2025-07-02T10:19:44.197Z,สสร.,A8,2025-07-02T10:19:44.197Z,สสร. ต้องมีที่มาที่ยึดโยงกับประชาชน,2025-07-02T10:19:44.197Z
ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:19:44.197Z,สสร.,A53,2025-07-02T10:19:44.197Z,ความยากคือ การระบุว่าใครเป็นผู้เชี่ยวชาญ ในด้านต่าง ๆ เพราะอาจมีกังขาเรื่องการมีสี,2025-07-02T10:19:44.197Z
oRaHQAaxlJ5gKS85cssh,2025-07-02T10:19:44.197Z,สสร.,A6,2025-07-02T10:19:44.197Z,สสร. ต้องมีความเชี่ยวชาญในประสบการณ์ด้านการทำงานในด้านหนึ่ง มากกว่าโฟกัสที่วุฒิการศึกษา,2025-07-02T10:19:44.197Z
oeotA7s7dRMWvrJarDmJ,2025-09-15T04:03:17.209Z,สิทธิเสรีภาพ,,2025-09-15T04:04:31.623Z,ทุกคนได้รับความเคารพในศักดิ์ศรีความเป็นมนุษย์ และความหลากหลายทางวัฒนธรรม ศาสนา เพศ และชาติพันธุ์,2025-09-15T04:04:31.623Z
peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:19:44.197Z,สสร.,A80,2025-07-02T10:19:44.197Z,มีช่องทางให้ประชาชนเข้าไปติดตามการร่างรธน. สื่อสารให้เข้าใจง่าย และทำงานประชาสัมพันธ์เชิงรุกให้ประชาชนได้รู้ระหว่างกระบวนการ,2025-07-02T10:19:44.197Z
pegZwJVtwSuC87fEl0UZ,2025-07-02T10:19:44.197Z,สสร.,A59,2025-07-02T10:19:44.197Z,สิทธิในการสมัครไม่ควรจำกัดอายุ,2025-07-02T10:19:44.197Z
q0DIQV3yASXwqRZaCiFX,2025-06-11T06:55:28.169Z,สิทธิเสรีภาพ,,2025-06-11T06:55:28.169Z,โรงเรียนหรือแม้กระทั่งเรือนจำ ควรกำหนดเวลาในการละหมาดให้สอดคล้องไปกับหลักศาสนา เพราะบางเรือนจำห้ามละหมาด,2025-06-11T06:55:28.169Z
qPBOcL9oIepOBSMv2sm9,2025-07-02T10:19:44.197Z,อื่น ๆ,A93,2025-07-02T10:19:44.197Z,ต้องแก้รัฐธรรมนูญได้ทุกมาตรา,2025-07-02T10:19:44.197Z
qTAylyGMKxWyYImK7Xnp,2025-09-09T10:47:36.474Z,สิทธิเสรีภาพ,,2025-09-09T10:47:36.474Z,จากประสบการณ์ส่วนตัวที่ถูกนำตัวไปขังโดยที่ยังไม่มีโอกาสได้ติดต่อญาติ จึงอยากให้มีการรับรองสิทธิในการติดต่อญาติก่อนที่จะเข้าไปในเรือนจำ,2025-09-09T10:47:36.474Z
qq5SykirmTIWsbbBDARc,2025-07-02T10:19:44.197Z,สสร.,A78,2025-07-02T10:19:44.197Z,Political Education ส่งผลโดยตรงต่อการมีส่วนร่วมของประชาชนในประเด็นรัฐธรรมนูญ,2025-07-02T10:19:44.197Z
qylb4vJtU5AGTjqa3Otw,2025-07-02T10:19:44.197Z,สสร.,A10,2025-07-02T10:19:44.197Z,สสร. มีอำนาจในการพิจารณาการขัดต่อรัฐธรรมนูญแทนศาลรัฐธรรมนูญได้,2025-07-02T10:19:44.197Z
rXQLUFdi9w5lq2zlb3jt,2025-09-15T04:14:15.215Z,อื่น ๆ,,2025-09-15T04:14:15.215Z,รัฐธรรมนูญต้องเปิดโอกาส เปิดพื้นที่ ให้กับเด็ก เยาวชน และประชาชน ในการมีส่วนร่วมที่มากยิ่งขึ้น,2025-09-15T04:14:15.215Z
rcKMnMwfcNJBA0vTq9K2,2025-07-02T10:19:44.197Z,สสร.,A68,2025-09-09T11:29:11.233Z,การได้มาของสสร. ประชาชนควรมีส่วนร่วมด้วย ผ่านช่องทางออนไลน์ก็ได้,2025-09-09T11:29:11.233Z
rdSDbspwBRGjnYsdAdCu,2025-07-02T10:19:44.197Z,สิ่งแวดล้อม,A101,2025-07-02T10:19:44.197Z,ควรเก็บภาษีการปล่อย CO2,2025-07-02T10:19:44.197Z
ri7VMl85rYWRQ5NzpcgE,2025-06-11T03:47:43.857Z,สวัสดิการ,,2025-09-05T10:37:01.762Z,ประชาชนควรมีสิทธิในการเข้าถึงโรงพยาบาลดี ๆ โรงพยาบาลรัฐและเอกชนควรมีคุณภาพและบริการเทียบเคียงกัน,2025-09-05T10:37:01.762Z
rtD7CMjsceEbv2KhEprz,2025-09-09T10:44:39.607Z,การศึกษา,,2025-09-09T10:44:39.607Z,อยากให้เด็กมีสิทธิในการศึกษาในระดับสูง ไม่อยากให้เป็นเหมือนปัจจุบันที่เรียนจบแล้วต้องติดหนี้ กยศ.,2025-09-09T10:44:39.607Z
rv1DxRCAh8vLRGYr7kfa,2025-07-02T10:19:44.197Z,สสร.,A60,2025-07-02T10:19:44.197Z,หลักการเรื่องความอิสระ ควรการันตีความปลอดภัยในการพูดเรื่องละเอียดอ่อนในวง สสร. เช่น การแก้ไขหมวดสถาบันฯ,2025-07-02T10:19:44.197Z
sAmtB8fy0VPiNkHFh2ON,2025-07-02T10:19:44.197Z,สสร.,A41,2025-07-02T10:19:44.197Z,สสร. ที่จะสะท้อนความเห็นต่างๆ ต้องมีความรู้กฎหมายเป็นพื้นฐานเพราะการออกแบบกฎหมายกระทบผู้คน,2025-07-02T10:19:44.197Z
t6hibvHASB7ImBStKhrw,2025-06-11T03:44:04.691Z,สิทธิเสรีภาพ,,2025-09-05T10:43:07.529Z,คนหาเช้ากินค่ำควรได้รับการคุ้มครองในการประกอบอาชีพสุจริต ไม่ให้ล้มละลาย มีรัฐมาคอยอุ้มให้ “ล้มบนฟูก”,2025-06-11T04:02:59.191Z
tB7DEtiqE3Wvd4N16LQd,2025-07-02T10:19:44.197Z,สสร.,A56,2025-07-02T10:19:44.197Z,สสร. ควรมาจากการเลือกตั้งทั้งหมด โดยให้ประชาชนเลือกตั้งโดยตรงแบบอิสระ เพราะการแต่งตั้งหนีไม่พ้นความกังขา,2025-07-02T10:19:44.197Z
w1UaINJpdc3KsocCvWSD,2025-07-02T10:19:44.197Z,สสร.,A54,2025-07-02T10:19:44.197Z,คุณสมบัติ สสร. ต้องถูกจำกัดให้น้อยที่สุดเพื่อให้ประชาชนมีส่วนร่วมมากที่สุด,2025-07-02T10:19:44.197Z
wODKVw70M0C8blVDMpfL,2025-07-02T10:19:44.197Z,การศึกษา,A88,2025-09-05T10:21:00.912Z,ต้องมีการศึกษาที่เท่าเทียม,2025-07-02T10:19:44.197Z
wXQy4GNSAVByO1QwIw31,2025-07-02T10:19:44.197Z,สสร.,A65,2025-07-02T10:19:44.197Z,สสร. ไม่ควรมีอำนาจเยอะ ควรทำหน้าที่อำนวยความสะดวกให้ประชาชนมากกว่า,2025-07-02T10:19:44.197Z
wnWqZuCRhIESkI8KhmhZ,2025-07-02T10:19:44.197Z,สสร.,A32,2025-07-02T10:19:44.197Z,สสร. จำเป็นต้องมาจากการเลือกตั้งทางตรง 100% เพื่อให้สะท้อนความเป็นตัวแทนและความเป็นประชาธิปไตย,2025-07-02T10:19:44.197Z
xPfTusEykaoThPECEHNx,2026-02-27T11:19:07.652Z,อื่น ๆ,,2026-02-27T11:21:39.691Z,รัฐธรรมนูญจะต้องกำหนดโครงสร้างของสถาบันการเมืองให้มั่นคง ป้องกันคนไม่ดี คนทุจริต ไม่ให้เข้ามามีอำนาจทางการเมือง,2026-02-27T11:19:07.652Z
y02zxIhpl5SrMiqbe6PZ,2026-02-27T10:57:58.555Z,อื่น ๆ,,2026-02-27T11:01:52.425Z,การออกแบบสถาบันการเมือง โดยเฉพาะอย่างยิ่งโดยอาศัยกระบวนการตรวจสอบถ่วงดุลกัน,2026-02-27T10:57:58.555Z
y2QViIPyK0DMuLnnTpmM,2025-09-12T03:39:12.366Z,สิทธิเสรีภาพ,,2025-09-12T03:39:12.366Z,ต้องมีการสิทธิเลือกตั้งแก่ผู้ต้องขัง,2025-09-12T03:39:12.366Z
yYjYyd4TeWQsvH5igLmP,2025-09-15T04:12:52.240Z,สิ่งแวดล้อม,,2025-09-15T04:12:52.240Z,รัฐธรรมนูญต้องมุ่งเน้นการแก้ไขปัญหาอย่างยั่งยืน รวมถึงการให้ความสำคัญกับสิ่งแวดล้อม,2025-09-15T04:12:52.240Z
yaBWRUKJeB6kxCpL8yQM,2025-09-15T04:04:08.017Z,อื่น ๆ,,2025-09-15T04:21:52.511Z,มีการส่งเสริมและพัฒนาเทคโนโลยีเพื่อปรับใช้ในการปกครอง เศรษฐกิจ สังคม การศึกษา,2025-09-15T04:04:08.017Z
ygKCH9AyMU1EHeFyQQIV,2025-09-10T04:05:47.097Z,สิทธิเสรีภาพ,,2025-09-10T04:05:47.097Z,สิทธิในการอยู่อาศัยควรเป็นสิ่งที่ทุกคนได้รับโดยไม่ถูกกีดกันเพราะสถานะสุขภาพหรือประวัติการติดเชื้อ,2025-09-10T04:05:47.097Z
yhZRzAUfUTa7emEn5TrG,2025-07-02T10:19:44.197Z,สสร.,A33,2025-07-02T10:19:44.197Z,รัฐธรรมนูญต้องเป็นตลาดนัดไอเดีย ที่สามารถแสดงความเห็นได้,2025-07-02T10:19:44.197Z
zAgP9SXKxmB6CHmOVZEj,2025-07-02T10:19:44.197Z,สสร.,A4,2025-07-02T10:19:44.197Z,ร่างที่ สสร. ออกแบบ ต้องนำไปให้ประชาชนให้ความเห็นแบบมีประชามติรายมาตราตามกลุ่มที่เกี่ยวข้องเป็นการเฉพาะ,2025-07-02T10:19:44.197Z
zTLIoGDZJsgMorVzRhHE,2025-09-15T04:11:47.162Z,อื่น ๆ,,2025-09-15T04:11:47.162Z,องค์กรอิสระตามรัฐธรรมนูญ ต้องมีส่วนร่วมหรือเชื่อมโยงกับประชาชนและภาคประชาสังคม,2025-09-15T04:11:47.162Z
zYXQjirGqWnfkYRkKvqD,2025-09-15T03:57:22.987Z,การศึกษา,,2025-09-15T03:57:22.987Z,การให้สิทธิเรียนฟรีจนถึงมัธยมศึกษาตอนต้น ที่ทำได้จริง,2025-09-15T03:57:22.987Z
zj1RbSbxQVDaJzzgibvk,2025-07-02T10:19:44.197Z,อื่น ๆ,A100,2025-07-02T10:19:44.197Z,ต้องมีการพัฒนาขนส่งสาธารณะ ลดการใช้รถส่วนตัว,2025-07-02T10:19:44.197Z
zvTElyJJO7xqagDkVWdP,2025-09-05T10:25:14.702Z,สิทธิเสรีภาพ,,2025-09-05T10:25:14.702Z,สิทธิในพื้นที่ทำกินที่ชัดเจน เพื่อให้สามารถประกอบอาชีพได้อย่างมั่นคง,2025-09-05T10:25:14.702Z
